ID,카드명,이미지파일명,코스트,카드설명,유형,속성,레어도,파워,히트,레벨,소속,키워드,제품명,IP,variant_key
BT06-066,"스탠드 업, 뮤직 온!",BT06-066-C.jpg,1,자신의 덱 맨 위에서 카드를 1장 트래시한다. 이 효과로 트래시한 카드 중 스킬 카드를 1장 골라 효과를 발동할 수 있다.,SKILL,파도,C,,,,,,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-066-C
BT06-067,엘리멘탈 리버스,BT06-067-C.jpg,1,"필드에 있는 자신 유닛을 1장 골라, 상대의 턴이 끝날 때까지 파워+2000.",SKILL,파도,C,,,,,,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-067-C
BT06-068,요르문 리버스 모드,BT06-068-C.jpg,1,자신의 패를 1장 골라 트래시할 수 있다. 그러면 카드를 2장 드로우한다.,SKILL,파도,C,,,,,,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-068-C
BT06-069,타르타로스의 문,BT06-069-C.jpg,1,필드에 있는 자신 유닛을 1장 고른다. 그 유닛은 상대의 턴이 끝날 때까지 「 [패시브] 조우 유닛은 광전사 를 얻는다」를 얻는다.,SKILL,파도,C,,,,,패시브;광전사,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-069-C
BT06-070,비스트 오버드라이브,BT06-070-R.jpg,1,필드에 있는 상대 유닛을 2장까지 고른다. 고른 유닛은 모두 상대의 턴이 끝날 때까지 「 [어태커] 상대는 카드를 1장 드로우한다」를 얻는다.,SKILL,파도,R,,,,,어태커,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-070-R
BT06-071,응원할게요!,BT06-071-C.jpg,2,자신의 트래시 존에서 [트리거] 를 가지지 않고 파워가 4000 이상인 유닛 카드를 1장 골라 패에 넣는다.,SKILL,파도,C,,,,,,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-071-C
BT06-072,고대의 저주,BT06-072-C.jpg,2,필드에 있는 자신 유닛을 1장 고른다. 그 유닛은 상대의 턴이 끝날 때까지 「 [패시브] 이 유닛이 있는 레인에 상대 유닛이 배치되면 그 유닛의 히트가 1이 된다」를 얻는다. 그 유닛의 조우 유닛의 히트가 상대의 턴이 끝날 때까지 1이 된다.,SKILL,파도,C,,,,,패시브,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-072-C
BT06-073,정화의 축복,BT06-073-C.jpg,3,카드를 3장 드로우한다. 그러면 상대는 카드를 1장 드로우한다.,SKILL,파도,C,,,,,,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-073-C
BT06-074,"킥킥, 타냐 등장!",BT06-074-C.jpg,3,필드에 있는 상대 유닛을 1장 고른다. 그 유닛은 상대의 턴이 끝날 때까지 공격할 수 없다.,SKILL,파도,C,,,,,,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-074-C
BT06-075,한여름 난사,BT06-075-C.jpg,3,필드에 있는 [엔트리] 를 가진 자신 유닛을 1장 고른다. 그 유닛이 가진 [엔트리] 효과를 하나 골라 발동한다.,SKILL,파도,C,,,,,엔트리,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-075-C
BT06-076,노출이 곧 정의입니다,BT06-076-R.jpg,3,필드에 있는 모든 상대 유닛은 상대의 턴이 끝날 때까지 광전사 를 얻는다.,SKILL,파도,R,,,,,광전사,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-076-R
BT06-077,멸악의 섬광,BT06-077-R.jpg,3,필드에 있는 [디펜더] 를 가진 자신 유닛의 수만큼 카드를 드로우한다. 상대의 턴이 끝날 때까지 상대는 [어태커] 효과를 발동할 수 없다.,SKILL,파도,R,,,,,디펜더;어태커,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-077-R
BT06-078,신실의 섬광,BT06-078-C.jpg,4,자신의 패에서 스킬 카드를 1장 골라 트래시한다. 그러면 상대에게 1대미지를 준다.,SKILL,파도,C,,,,,,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-078-C
BT06-079,데이드림 콜,BT06-079-P.jpg,4,자신의 트래시 존에서 〈데이드림 콜〉 이외의 [트리거] 를 가지지 않고 카드명이 다른 스킬 카드를 3장 골라 덱 맨 아래에 원하는 순서대로 놓는다. 그러면 상대에게 1대미지를 준다.,SKILL,파도,P,,,,,,레벨업 리그 특전 카드,브라운더스트2,BT06-079-P
BT06-079,데이드림 콜,BT06-079-R.jpg,4,자신의 트래시 존에서 〈데이드림 콜〉 이외의 [트리거] 를 가지지 않고 카드명이 다른 스킬 카드를 3장 골라 덱 맨 아래에 원하는 순서대로 놓는다. 그러면 상대에게 1대미지를 준다.,SKILL,파도,R,,,,,,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-079-R
BT06-080,요력 폭풍,BT06-080-R.jpg,5,자신의 패를 모두 트래시한다. 패가 5장이 될 때까지 카드를 드로우한다.,SKILL,파도,R,,,,,,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-080-R
BT06-081,허니문 패키지,BT06-081-R.jpg,7,필드에 있는 모든 상대 유닛은 상대의 턴이 끝날 때까지 파워-5000. 상대는 카드를 1장 드로우한다.,SKILL,파도,R,,,,,,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-081-R
BT06-082,EMP 플래시,BT06-082-SPR.jpg,8,상대에게 2대미지를 준다. 트리거 / 이 카드를 트래시한다. 자신의 트래시 존에서 코스트가 자신의 리더 레벨 이하인 유닛 카드를 1장 골라 패에 넣는다.,SKILL,파도,SPR,,,,,트리거,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-082-SPR
BT06-082,EMP 플래시,BT06-082-SR.jpg,8,상대에게 2대미지를 준다. 트리거 / 이 카드를 트래시한다. 자신의 트래시 존에서 코스트가 자신의 리더 레벨 이하인 유닛 카드를 1장 골라 패에 넣는다.,SKILL,파도,SR,,,,,트리거,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-082-SR
BT06-083,마수의 가호,BT06-083-C.jpg,1,[장착 조건: 없음] [디펜더] 이 방어가 끝날 때까지 파워+2000.,ITEM,파도,C,,,,,디펜더,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-083-C
BT06-084,사신의 수의,BT06-084-C.jpg,2,[장착 조건: 6코스트 이하인 유닛] [가디언] 상쇄〈사신의 수의〉 (인접한 레인에 있는 상대 유닛이 공격할 때 이 유닛이 장착한 〈사신의 수의〉를 1장 골라 트래시하면 그 유닛의 공격을 방어한다).,ITEM,파도,C,,,,,가디언,브라운더스트2 니벨아레나 부스터 팩 BT06 <골든 타마고>,브라운더스트2,BT06-084-C
BT07-001,레이븐,BT07-001-L.jpg,,기본면 [서약] 자신의 덱에 [대지] 카드만 넣을 수 있다. [각성] 자신의 리더 레벨이 6 이상이라면 이 카드를 뒤집는다. 각성면 [패시브] 필드에 있는 자신 유닛이 이동하면 이 턴이 끝날 때까지 그 유닛의 파워+2000.,LEADER,대지,L,,,,콜로니,서약;각성;패시브;기본면;각성면,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-001-L
BT07-001,레이븐,BT07-001-SPL.jpg,,기본면 [서약] 자신의 덱에 [대지] 카드만 넣을 수 있다. [각성] 자신의 리더 레벨이 6 이상이라면 이 카드를 뒤집는다. 각성면 [패시브] 필드에 있는 자신 유닛이 이동하면 이 턴이 끝날 때까지 그 유닛의 파워+2000.,LEADER,대지,SPL,,,,콜로니,서약;각성;패시브;기본면;각성면,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-001-SPL
BT07-001,레이븐,BT07-001-SSL.jpg,,기본면 [서약] 자신의 덱에 [대지] 카드만 넣을 수 있다. [각성] 자신의 리더 레벨이 6 이상이라면 이 카드를 뒤집는다. 각성면 [패시브] 필드에 있는 자신 유닛이 이동하면 이 턴이 끝날 때까지 그 유닛의 파워+2000.,LEADER,대지,SSL,,,,콜로니,서약;각성;패시브;기본면;각성면,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-001-SSL
BT07-002,브루트,BT07-002-C.jpg,1,[엑시트] 자신의 리더 레벨+1.,UNIT,대지,C,1500,1,,이펙트;네이티브,엑시트,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-002-C
BT07-003,아바돈,BT07-003-C.jpg,1,"[엔트리] 필드에 있는 자신 유닛을 1장 골라, 이 턴이 끝날 때까지 파워+3000.",UNIT,대지,C,2000,1,,이펙트;네이티브,엔트리,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-003-C
BT07-004,정체불명의 네이티브,BT07-004-C.jpg,1,[엑시트] 필드에 있는 자신 유닛을 1장 골라 인접한 자신의 유닛 존으로 이동할 수 있다. 그러면 자신의 턴이 끝날 때까지 그 유닛의 히트+1.,UNIT,대지,C,2500,1,,이펙트;네이티브,엑시트,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-004-C
BT07-005,엘더 네이티브,BT07-005-R.jpg,1,[패시브] 이 유닛이 이동하면 이 턴이 끝날 때까지 자신의 사이즈+1.,UNIT,대지,R,2000,1,,이펙트;네이티브,패시브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-005-R
BT07-006,벨리알,BT07-006-C.jpg,2,"[패시브] 자신의 턴마다 1번씩, 이 유닛이 이동하면 이 턴이 끝날 때까지 히트+1.",UNIT,대지,C,4000,1,,이펙트;네이티브,패시브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-006-C
BT07-007,레이븐-미드서머 앨리스,BT07-007-C.jpg,2,"[패시브] 자신과 상대의 턴마다 1번씩, 이 유닛이 이동하면 자신의 리더 레벨+1.",UNIT,대지,C,3000,1,,이펙트;콜로니,패시브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-007-C
BT07-007,레이븐-미드서머 앨리스,BT07-007-P.jpg,2,"[패시브] 자신과 상대의 턴마다 1번씩, 이 유닛이 이동하면 자신의 리더 레벨+1.",UNIT,대지,P,3000,1,,이펙트;콜로니,패시브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 프로모션 카드,스텔라 블레이드,BT07-007-P
BT07-008,스토커,BT07-008-C.jpg,2,[포지션: 센터] [엔트리] 센터 유닛 존에 있다면 자신의 리더 레벨+1.,UNIT,대지,C,2000,1,,이펙트;네이티브,엔트리;포지션,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-008-C
BT07-009,엘더 네이티브,BT07-009-C.jpg,2,[엑시트] 자신 유닛의 효과로 트래시됐다면 이 유닛을 트래시한 유닛의 히트+1. 그러면 자신의 패에서 4코스트 이하인 유닛 카드를 1장 골라 비어 있는 자신의 유닛 존에 사이즈를 무시하고 배치할 수 있다.,UNIT,대지,C,2000,1,,이펙트;네이티브,엑시트,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-009-C
BT07-010,저거너트,BT07-010-C.jpg,2,"[엑시트] 자신의 덱 맨 위에서 카드를 2장 공개하고, 그중 유닛 카드를 1장 골라 패에 넣는다. 나머지는 모두 트래시한다.",UNIT,대지,C,2000,1,,이펙트;네이티브,엑시트,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-010-C
BT07-011,타키,BT07-011-C.jpg,2,[엔트리] 인접한 자신의 유닛 존으로 이동할 수 있다.,UNIT,대지,C,4000,1,,이펙트;콜로니,엔트리,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-011-C
BT07-012,기가스,BT07-012-C.jpg,3,[엑시트] 필드에 있는 자신 유닛을 1장 고른다. 그 유닛은 자신의 턴이 끝날 때까지 [어태커] 관통[1] (이 유닛이 공격하여 상대 유닛을 전투로 트래시했다면 상대에게 1대미지를 준다)을 얻는다.,UNIT,대지,C,3500,1,,이펙트;네이티브,엑시트;어태커;관통:1,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-012-C
BT07-013,벨리알,BT07-013-C.jpg,3,[엔트리] 자신의 리더 레벨+1.,UNIT,대지,C,2500,1,,이펙트;네이티브,엔트리,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-013-C
BT07-014,아바돈,BT07-014-C.jpg,3,[엑시트] 자신 유닛의 효과로 트래시됐다면 이 유닛을 트래시한 유닛의 히트+1. 그러면 자신의 패에서 5코스트 이하인 유닛 카드를 1장 골라 비어 있는 자신의 유닛 존에 사이즈를 무시하고 배치할 수 있다.,UNIT,대지,C,3000,1,,이펙트;네이티브,엑시트,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-014-C
BT07-015,레이븐,BT07-015-R.jpg,3,"[엔트리] 인접한 자신의 유닛 존으로 이동할 수 있다. [패시브] 자신과 상대의 턴마다 1번씩, 이 유닛이 이동하면 상대의 턴이 끝날 때까지 「 [패시브] 상대는 패에서 3코스트 이하인 유닛을 이 유닛이 있는 레인에 배치할 수 없다」를 얻는다.",UNIT,대지,R,5000,1,,이펙트;콜로니,엔트리;패시브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-015-R
BT07-016,타키,BT07-016-R.jpg,3,"[엔트리] 인접한 자신의 유닛 존으로 이동할 수 있다. [패시브] 자신과 상대의 턴마다 1번씩, 이 유닛이 이동하면 이 턴이 끝날 때까지 파워+2000, 히트+1.",UNIT,대지,R,4000,1,,이펙트;콜로니,엔트리;패시브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-016-R
BT07-017,데모고르곤,BT07-017-C.jpg,4,[엔트리] 이 유닛은 이 턴이 끝날 때까지 공격할 수 없다. [레벨링크: 5] 자신의 리더 레벨이 5 이상이라면 히트+1.,UNIT,대지,C,6500,2,,이펙트;네이티브,엔트리;레벨링크:5,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-017-C
BT07-018,브루트,BT07-018-C.jpg,4,[패시브] 자신의 턴 동안 이 유닛이 이동하면 상대의 턴이 끝날 때까지 파워+2000.,UNIT,대지,C,5000,2,,이펙트;네이티브,패시브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-018-C
BT07-019,정체불명의 네이티브,BT07-019-C.jpg,4,[엑시트] 자신 유닛의 효과로 트래시됐다면 이 유닛을 트래시한 유닛의 히트+1. 그러면 자신의 패에서 6코스트 이하인 유닛 카드를 1장 골라 비어 있는 자신의 유닛 존에 사이즈를 무시하고 배치할 수 있다.,UNIT,대지,C,4000,2,,이펙트;네이티브,엑시트,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-019-C
BT07-020,레이븐-미드서머 앨리스,BT07-020-R.jpg,4,[엔트리] 인접한 자신의 유닛 존으로 이동할 수 있다. [포지션: 센터] [액티브: 메인] 센터 유닛 존에 있다면 이 턴이 끝날 때까지 [어태커] 관통[1] (이 유닛이 공격하여 상대 유닛을 전투로 트래시했다면 상대에게 1대미지를 준다)을 얻는다. 이 턴 동안 이 유닛이 이동했다면 추가로 파워+2000.,UNIT,대지,R,5500,2,,이펙트;콜로니,엔트리;어태커;관통:1;액티브;포지션,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-020-R
BT07-021,레이븐-사이버 트릭스터,BT07-021-P.jpg,4,"[액티브: 메인] 인접한 레인에 있는 〈레이븐-사이버 트릭스터〉 이외의 자신 유닛을 1장 골라 트래시하고 그 유닛이 있던 유닛 존으로 이동한다. [어태커] 이 턴 동안 이 유닛이 〈레이븐-사이버 트릭스터〉의 효과로 이동했고 이 유닛의 파워가 조우 유닛의 파워 이상이라면 조우 유닛을 트래시할 수 있다. 트리거 / 이 카드를 트래시한다. 필드에 있는 자신 유닛을 1장 골라, 이 턴이 끝날 때까지 파워+2000. 그 유닛을 인접한 자신의 유닛 존으로 이동할 수 있다.",UNIT,대지,P,4000,2,,이펙트;콜로니,어태커;트리거;액티브,"스텔라 블레이드 니벨아레나 매트 세트, 바인더 세트",스텔라 블레이드,BT07-021-P
BT07-021,레이븐-사이버 트릭스터,BT07-021-R.jpg,4,"[액티브: 메인] 인접한 레인에 있는 〈레이븐-사이버 트릭스터〉 이외의 자신 유닛을 1장 골라 트래시하고 그 유닛이 있던 유닛 존으로 이동한다. [어태커] 이 턴 동안 이 유닛이 〈레이븐-사이버 트릭스터〉의 효과로 이동했고 이 유닛의 파워가 조우 유닛의 파워 이상이라면 조우 유닛을 트래시할 수 있다. 트리거 / 이 카드를 트래시한다. 필드에 있는 자신 유닛을 1장 골라, 이 턴이 끝날 때까지 파워+2000. 그 유닛을 인접한 자신의 유닛 존으로 이동할 수 있다.",UNIT,대지,R,4000,2,,이펙트;콜로니,어태커;트리거;액티브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-021-R
BT07-022,타키,BT07-022-P.jpg,4,[액티브: 메인] 인접한 자신의 유닛 존으로 이동한다. [어태커] 이 턴 동안 이 유닛이 이동한 횟수가 조우 유닛의 코스트 이상이라면 조우 유닛을 트래시한다.,UNIT,대지,P,4000,2,,이펙트;콜로니,어태커;액티브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 프로모션 카드,스텔라 블레이드,BT07-022-P
BT07-022,타키,BT07-022-R.jpg,4,[액티브: 메인] 인접한 자신의 유닛 존으로 이동한다. [어태커] 이 턴 동안 이 유닛이 이동한 횟수가 조우 유닛의 코스트 이상이라면 조우 유닛을 트래시한다.,UNIT,대지,R,4000,2,,이펙트;콜로니,어태커;액티브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-022-R
BT07-023,레이븐-미드서머 레드후드,BT07-023-SPR.jpg,4,"[엔트리] 인접한 자신의 유닛 존으로 이동할 수 있다. [패시브] 자신과 상대의 턴마다 1번씩, 이 유닛이 이동할 때마다 자신의 패가 5장 이하라면 자신의 덱 맨 위에서 카드를 3장 공개하고, 그중 1장을 골라 패에 넣을 수 있다. 나머지는 모두 트래시한다. 트리거 / 이 카드를 트래시한다. 자신의 리더 레벨+1.",UNIT,대지,SPR,6000,2,,이펙트;콜로니,엔트리;패시브;트리거,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-023-SPR
BT07-023,레이븐-미드서머 레드후드,BT07-023-SR.jpg,4,"[엔트리] 인접한 자신의 유닛 존으로 이동할 수 있다. [패시브] 자신과 상대의 턴마다 1번씩, 이 유닛이 이동할 때마다 자신의 패가 5장 이하라면 자신의 덱 맨 위에서 카드를 3장 공개하고, 그중 1장을 골라 패에 넣을 수 있다. 나머지는 모두 트래시한다. 트리거 / 이 카드를 트래시한다. 자신의 리더 레벨+1.",UNIT,대지,SR,6000,2,,이펙트;콜로니,엔트리;패시브;트리거,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-023-SR
BT07-024,레이븐-수국,BT07-024-SPR.jpg,4,[패시브] 자신과 상대의 어택 페이즈가 시작할 때 인접한 자신의 유닛 존으로 이동할 수 있다.,UNIT,대지,SPR,4500,2,,이펙트;콜로니,패시브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-024-SPR
BT07-024,레이븐-수국,BT07-024-SR.jpg,4,[패시브] 자신과 상대의 어택 페이즈가 시작할 때 인접한 자신의 유닛 존으로 이동할 수 있다.,UNIT,대지,SR,4500,2,,이펙트;콜로니,패시브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-024-SR
BT07-025,레이븐-실버 쿠노이치,BT07-025-SPR.jpg,4,[액티브: 메인] 인접한 레인에 있는 〈레이븐-실버 쿠노이치〉 이외의 자신 유닛을 1장 골라 트래시하고 그 유닛이 있던 유닛 존으로 이동한다. 그러면 카드를 1장 드로우한다.,UNIT,대지,SPR,6000,2,,이펙트;콜로니,액티브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-025-SPR
BT07-025,레이븐-실버 쿠노이치,BT07-025-SR.jpg,4,[액티브: 메인] 인접한 레인에 있는 〈레이븐-실버 쿠노이치〉 이외의 자신 유닛을 1장 골라 트래시하고 그 유닛이 있던 유닛 존으로 이동한다. 그러면 카드를 1장 드로우한다.,UNIT,대지,SR,6000,2,,이펙트;콜로니,액티브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-025-SR
BT07-026,레이븐,BT07-026-C.jpg,5,[엔트리] 인접한 자신의 유닛 존으로 이동할 수 있다. [레벨링크: 7] 자신의 리더 레벨이 7 이상이라면 파워+3000. [레벨링크: 9] 자신의 리더 레벨이 9 이상이라면 히트+1.,UNIT,대지,C,5000,2,,이펙트;콜로니,엔트리;레벨링크:7;레벨링크:9,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-026-C
BT07-027,레이븐-플래닛 다이브 슈트,BT07-027-R.jpg,5,[패시브] 자신의 턴 동안 이 유닛이 이동하면 상대의 턴이 끝날 때까지 파워+2000. [레벨링크: 7] 자신의 리더 레벨이 7 이상이라면 히트+1.,UNIT,대지,R,6000,2,,이펙트;콜로니,패시브;레벨링크:7,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-027-R
BT07-028,타키,BT07-028-SPR.jpg,5,[패시브] 자신의 리더 레벨 1마다 파워+500. [레벨링크: 9] [어태커] 자신의 리더 레벨이 9 이상이라면 관통[1] (이 유닛이 공격하여 상대 유닛을 전투로 트래시했다면 상대에게 1대미지를 준다)을 얻는다.,UNIT,대지,SPR,5000,2,,이펙트;콜로니,패시브;레벨링크:9;어태커;관통:1,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-028-SPR
BT07-028,타키,BT07-028-SR.jpg,5,[패시브] 자신의 리더 레벨 1마다 파워+500. [레벨링크: 9] [어태커] 자신의 리더 레벨이 9 이상이라면 관통[1] (이 유닛이 공격하여 상대 유닛을 전투로 트래시했다면 상대에게 1대미지를 준다)을 얻는다.,UNIT,대지,SR,5000,2,,이펙트;콜로니,패시브;레벨링크:9;어태커;관통:1,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-028-SR
BT07-029,기가스,BT07-029-C.jpg,6,[엔트리] 이 유닛은 이 턴이 끝날 때까지 공격할 수 없다. [레벨링크: 5] 자신의 리더 레벨이 5 이상이라면 히트+1.,UNIT,대지,C,8500,2,,이펙트;네이티브,엔트리;레벨링크:5,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-029-C
BT07-030,타키,BT07-030-R.jpg,6,[포지션: 센터] [어태커] 센터 유닛 존에 있고 조우 유닛보다 파워가 3000 이상 높다면 관통[1] (이 유닛이 공격하여 상대 유닛을 전투로 트래시했다면 상대에게 1대미지를 준다)을 얻는다. [포지션: 사이드] [어태커] 사이드 유닛 존에 있고 조우 유닛보다 파워가 3000 이상 높다면 자신의 리더 레벨+1.,UNIT,대지,R,5000,2,,이펙트;콜로니,어태커;관통:1;포지션,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-030-R
BT07-031,레이븐-워 드레스,BT07-031-SPR.jpg,6,"[액티브: 어택] 인접한 자신의 유닛 존으로 이동한다. 트리거 / 이 카드를 트래시한다. 필드에 있는 자신 유닛을 1장 골라, 이 턴이 끝날 때까지 파워+2000. 그 유닛을 인접한 자신의 유닛 존으로 이동할 수 있다.",UNIT,대지,SPR,5000,2,,이펙트;콜로니,트리거;액티브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-031-SPR
BT07-031,레이븐-워 드레스,BT07-031-UR.jpg,6,"[액티브: 어택] 인접한 자신의 유닛 존으로 이동한다. 트리거 / 이 카드를 트래시한다. 필드에 있는 자신 유닛을 1장 골라, 이 턴이 끝날 때까지 파워+2000. 그 유닛을 인접한 자신의 유닛 존으로 이동할 수 있다.",UNIT,대지,UR,5000,2,,이펙트;콜로니,트리거;액티브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-031-UR
BT07-032,레이븐,BT07-032-R.jpg,7,[패시브] 자신의 리더 레벨 1마다 파워+1000.,UNIT,대지,R,3000,3,,이펙트;콜로니,패시브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-032-R
BT07-033,레이븐-화이트 몬순,BT07-033-SPR.jpg,7,[포지션: 센터] 센터 유닛 존에 있다면 파워+5000. [포지션: 사이드] 사이드 유닛 존에 있다면 상대는 3코스트 이하인 유닛을 이 유닛이 있는 레인에 배치할 수 없다.,UNIT,대지,SPR,4000,3,,이펙트;콜로니,포지션,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-033-SPR
BT07-033,레이븐-화이트 몬순,BT07-033-SR.jpg,7,[포지션: 센터] 센터 유닛 존에 있다면 파워+5000. [포지션: 사이드] 사이드 유닛 존에 있다면 상대는 3코스트 이하인 유닛을 이 유닛이 있는 레인에 배치할 수 없다.,UNIT,대지,SR,4000,3,,이펙트;콜로니,포지션,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-033-SR
BT07-034,레이븐-적우,BT07-034-SPR.jpg,7,[액티브: 메인] 인접한 레인에 있는 자신 유닛을 1장 골라 트래시하고 그 유닛이 있던 유닛 존으로 이동한다. 그 유닛의 히트에 따라 아래 효과를 모두 고른다. ・1 이상: 카드를 1장 드로우한다. 이 턴이 끝날 때까지 자신의 사이즈+3. ・2 이상: 자신의 트래시 존에서 이 효과로 트래시한 유닛보다 코스트가 낮은 〈레이븐-적우〉 이외의 유닛 카드를 1장 골라 비어 있는 자신의 유닛 존에 사이즈를 무시하고 배치한다. ・3 이상: 필드에 있는 상대 유닛을 1장 골라 트래시한다. 트리거 / 이 카드를 자신의 패에 넣는다.,UNIT,대지,SPR,9000,3,,이펙트;콜로니,트리거;액티브,스텔라 블레이드 니벨아레나 부스터 팩 BT07 <이브 프로토콜>,스텔라 블레이드,BT07-034-SPR
